,Sample Date,Address,1st Draw,2/3 Min,5 Min
5261,2018-08-10 00:00:00,700 N ORLEANS ST,1.0,1.0,1.0
5262,2018-08-10 00:00:00,5200 N MAGNOLIA AVE,6.6,8.2,5.3
5263,2018-08-10 00:00:00,1900 N MAUD AVE,1.0,1.0,1.0
5264,2018-08-10 00:00:00,11300 S RIDGEWAY AVE,5.6,6.9,1.5
5265,2018-08-10 00:00:00,4700 S AVERS AVE,2.0,2.1,2.6
5266,2018-08-10 00:00:00,6700 N TALMAN AVE,9.7,13.0,5.2
5267,2018-08-10 00:00:00,600 W BUCKINGHAM PL,1.4,1.0,1.0
5268,2018-08-10 00:00:00,4400 N CHRISTIANA AVE,5.1,3.8,3.2
5269,2018-08-10 00:00:00,1600 N VINE ST,1.4,2.2,1.3
5270,2018-08-11 00:00:00,3200 N RACINE AVE,3.2,3.8,2.1
5271,2018-08-11 00:00:00,1700 N WHIPPLE ST,1.0,1.0,1.0
5272,2018-08-11 00:00:00,3800 N LEAVITT ST,7.1,5.5,5.3
5273,2018-08-11 00:00:00,4500 NW BRYN MAWR AVE,1.6,2.7,1.1
5274,2018-08-11 00:00:00,9700 S HOYNE AVE,5.4,9.5,5.6
5275,2018-08-11 00:00:00,1000 S OAKLEY BLVD,1.0,1.0,1.0
5276,2018-08-11 00:00:00,5300 S PRINCETON AVE,2.2,1.0,1.0
5277,2018-08-11 00:00:00,3500 N SEELEY AVE,1.0,1.0,1.0
5278,2018-08-11 00:00:00,1400 W ESTES AVE,1.0,1.9,1.2
5279,2018-08-11 00:00:00,5100 N CENTRAL PARK AVE,1.1,1.1,1.0
5280,2018-08-11 00:00:00,3100 W ARGYLE ST,1.0,1.0,1.0
5281,2018-08-11 00:00:00,1500 W MELROSE ST,1.1,1.6,1.6
5282,2018-08-11 00:00:00,5400 S MELVINA AVE,2.0,3.2,1.4
5283,2018-08-11 00:00:00,1400 W ARGYLE ST,1.0,1.0,1.0
5284,2018-08-11 00:00:00,3900 N KOSTNER AVE,1.0,1.2,1.4
5285,2018-08-11 00:00:00,1600 W SUMMERDALE AVE,21.0,33.0,16.0
5286,2018-08-11 00:00:00,4400 N MULLIGAN AVE,4.0,9.3,4.2
5287,2018-08-12 00:00:00,6500 N SPOKANE AVE,2.4,2.7,2.7
5288,2018-08-12 00:00:00,1100 W SCHOOL ST,1.0,1.0,1.0
5289,2018-08-12 00:00:00,3900 N WASHTENAW AVE,1.0,1.0,1.0
5290,2018-08-12 00:00:00,1100 W WEBSTER AVE,3.6,2.7,2.4
5291,2018-08-12 00:00:00,4100 N WESTERN AVE,1.9,6.1,2.0
5292,2018-08-12 00:00:00,5100 N CLAREMONT AVE,1.0,1.0,1.0
5293,2018-08-12 00:00:00,1400 W LAWRENCE AVE,1.0,1.0,1.0
5294,2018-08-12 00:00:00,2700 W CHICAGO AVE,1.0,1.0,1.0
5295,2018-08-12 00:00:00,4800 N WINCHESTER AVE,3.1,4.2,3.0
5296,2018-08-12 00:00:00,2700 W LELAND AVE,1.2,1.5,1.3
5297,2018-08-12 00:00:00,4600 N BEACON ST,1.0,1.0,1.0
5298,2018-08-12 00:00:00,6900 N OLCOTT AVE,4.4,9.3,2.9
5299,2018-08-12 00:00:00,2400 N BURLING ST,3.0,2.1,2.0
5300,2018-08-12 00:00:00,5200 N AUSTIN AVE,4.5,12.0,6.3
5301,2018-08-12 00:00:00,2200 W MORSE AVE,1.7,9.4,3.2
5302,2018-08-12 00:00:00,5100 N WOLCOTT AVE,1.0,1.0,1.0
5303,2018-08-12 00:00:00,1400 W CARMEN AVE,1.0,1.0,1.0
5304,2018-08-12 00:00:00,7000 N OSCEOLA AVE,7.5,1.3,1.2
5305,2018-08-12 00:00:00,4100 N OAKLEY AVE,2.8,3.5,3.3
5306,2018-08-12 00:00:00,1000 W FRY ST,1.0,1.0,1.0
5307,2018-08-12 00:00:00,11200 S KEDZIE AVE,2.4,1.5,1.3
5308,2018-08-12 00:00:00,2600 N DAYTON ST,1.0,1.0,1.0
5309,2018-08-12 00:00:00,1800 N LINCOLN AVE,2.0,2.6,2.4
5310,2018-08-12 00:00:00,11000 S SPRINGFIELD AVE,1.6,6.5,2.4
5311,2018-08-12 00:00:00,800 W ALDINE AVE,1.0,1.0,1.0
5312,2018-08-12 00:00:00,6400 N LEOTI AVE,1.7,8.6,2.3
5313,2018-08-12 00:00:00,1500 W FARWELL AVE,1.0,1.0,1.0
5314,2018-08-12 00:00:00,4500 N KEYSTONE AVE,1.0,3.5,1.0
5315,2018-08-12 00:00:00,800 W COLLEGE PKWY,1.0,1.0,1.0
5316,2018-08-12 00:00:00,2100 W GIDDINGS ST,1.0,1.0,1.0
5317,2018-08-12 00:00:00,3600 N LAKE SHORE DR,1.0,1.0,1.0
5318,2018-08-12 00:00:00,3400 N SEELEY AVE,1.0,1.0,1.0
5319,2018-08-12 00:00:00,1600 E 50TH PL,1.0,1.0,1.0
5320,2018-08-12 00:00:00,1800 W TOUHY AVE,1.0,1.0,1.0
5321,2018-08-12 00:00:00,2900 W FARGO AVE,1.9,9.2,2.0
5322,2018-08-12 00:00:00,1100 W WELLINGTON AVE,2.1,1.3,1.1
5323,2018-08-12 00:00:00,1900 N BISSELL ST,1.0,1.1,1.2
5324,2018-08-12 00:00:00,1500 S MICHIGAN AVE,1.0,1.0,1.0
5325,2018-08-12 00:00:00,4000 N KOSTNER AVE,3.8,11.0,4.6
5326,2018-08-12 00:00:00,2000 W WARNER AVE,1.0,1.0,1.0
5327,2018-08-12 00:00:00,2800 N BURLING ST,1.0,1.0,1.0
5328,2018-08-12 00:00:00,1200 N WOLCOTT AVE,1.0,1.0,1.0
5329,2018-08-12 00:00:00,1900 N WINCHESTER AVE,1.0,1.0,1.0
5330,2018-08-12 00:00:00,4900 N LEAVITT ST,4.4,3.5,3.4
5331,2018-08-12 00:00:00,5000 N ST LOUIS AVE,11.0,6.1,6.1
5332,2018-08-12 00:00:00,5600 N MILTIMORE AVE,1.0,1.6,1.0
5333,2018-08-12 00:00:00,800 N MAY ST,1.0,1.0,1.0
5334,2018-08-13 00:00:00,4100 N WOLCOTT AVE,1.0,1.0,1.0
5335,2018-08-13 00:00:00,5400 S CORNELL AVE,1.0,1.0,1.0
5336,2018-08-13 00:00:00,900 W EASTWOOD AVE,1.0,1.0,1.0
5337,2018-08-13 00:00:00,4200 N KEDVALE AVE,1.0,1.0,1.0
5338,2018-08-13 00:00:00,1400 W ARGYLE ST,2.2,2.7,2.5
5339,2018-08-13 00:00:00,3800 W 109TH ST,5.1,13.0,3.6
5340,2018-08-13 00:00:00,1800 W ARGYLE ST,1.0,1.0,1.0
5341,2018-08-13 00:00:00,700 W GORDON TER,1.0,1.0,1.0
5342,2018-08-13 00:00:00,4500 N MOZART ST,7.5,8.9,7.6
5343,2018-08-13 00:00:00,4300 N LINCOLN AVE,1.0,1.0,1.0
5344,2018-08-13 00:00:00,5900 N MANTON AVE,2.2,2.3,2.1
5345,2018-08-13 00:00:00,7100 N GREENVIEW AVE,1.3,1.5,1.0
5346,2018-08-13 00:00:00,1500 W PRATT BLVD,1.0,1.0,1.0
5347,2018-08-13 00:00:00,1600 S ALLPORT ST,1.0,1.0,1.0
5348,2018-08-13 00:00:00,1900 W AINSLIE ST,1.2,1.1,1.1
5349,2018-08-13 00:00:00,2900 N SAWYER AVE,1.9,3.0,2.7
5350,2018-08-13 00:00:00,6100 N KILBOURN AVE,1.3,5.4,2.5
5351,2018-08-13 00:00:00,1200 N STATE PKWY,6.4,11.0,6.1
5352,2018-08-13 00:00:00,10300 S WOOD ST,1.9,1.7,1.4
5353,2018-08-13 00:00:00,2500 N TALMAN AVE,1.0,1.0,1.0
5354,2018-08-13 00:00:00,10500 S CLAREMONT AVE,3.1,3.9,1.9
5355,2018-08-13 00:00:00,6000 N LEGETT AVE,1.1,1.4,5.1
5356,2018-08-13 00:00:00,1900 N BURLING ST,1.0,1.0,1.0
5357,2018-08-13 00:00:00,2400 N FAIRFIELD AVE,5.1,4.8,4.8
5358,2018-08-13 00:00:00,900 W MARGATE TER,1.0,1.0,1.0
5359,2018-08-13 00:00:00,400 W MENOMONEE ST,6.0,3.7,4.3
5360,2018-08-13 00:00:00,2200 W WABANSIA AVE,1.0,1.0,1.0
5361,2018-08-13 00:00:00,4700 N BEACON ST,1.0,1.0,1.0
5362,2018-08-13 00:00:00,1500 W HIGHLAND AVE,12.0,7.2,6.7
5363,2018-08-13 00:00:00,4300 N TRIPP AVE,1.0,2.6,1.6
5364,2018-08-13 00:00:00,1300 W WINONA ST,3.6,4.8,10.0
5365,2018-08-13 00:00:00,4400 N WHIPPLE ST,1.0,1.0,1.0
5366,2018-08-13 00:00:00,1000 W 37TH ST,1.0,1.0,1.0
5367,2018-08-13 00:00:00,1900 W BELMONT AVE,1.0,1.0,1.0
5368,2018-08-13 00:00:00,1900 N CLEVELAND AVE,1.2,4.1,3.9
5369,2018-08-13 00:00:00,2700 N PAULINA ST,1.0,1.0,1.0
5370,2018-08-13 00:00:00,1300 W NORWOOD ST,5.5,13.0,4.9
5371,2018-08-13 00:00:00,3100 N LAKE SHORE DR,1.0,1.0,1.0
5372,2018-08-13 00:00:00,5300 S CORNELL AVE,1.0,1.0,1.0
5373,2018-08-13 00:00:00,5900 W GRACE ST,1.0,1.0,1.0
5374,2018-08-13 00:00:00,1800 W SCHOOL ST,1.0,1.0,1.0
5375,2018-08-13 00:00:00,1300 W WINONA ST,3.6,4.8,10.0
5376,2018-08-13 00:00:00,3700 N SOUTHPORT AVE,1.0,1.0,1.0
5377,2018-08-13 00:00:00,1600 W 106TH ST,7.5,10.0,6.5
5378,2018-08-13 00:00:00,1900 N CLARK ST,1.0,1.0,1.0
5379,2018-08-13 00:00:00,11100 S BELL AVE,1.0,1.0,1.0
5380,2018-08-13 00:00:00,2500 W 117TH PL,2.1,5.3,2.3
5381,2018-08-13 00:00:00,4100 N LINCOLN AVE,1.0,1.0,1.0
5382,2018-08-13 00:00:00,2100 W CUYLER AVE,2.7,6.6,4.2
5383,2018-08-13 00:00:00,2100 W CUYLER AVE,1.0,1.0,1.0
5384,2018-08-13 00:00:00,4800 W GRACE ST,1.7,3.9,2.9
5385,2018-08-13 00:00:00,3500 N LAKE SHORE DR,1.0,1.0,1.0
5386,2018-08-13 00:00:00,3600 N FREMONT ST,1.0,1.0,1.0
5387,2018-08-14 00:00:00,2200 N CAMPBELL AVE,6.6,4.5,3.4
5388,2018-08-14 00:00:00,6300 N SHERIDAN RD,1.0,1.0,1.0
5389,2018-08-14 00:00:00,6100 N MAPLEWOOD AVE,4.2,9.9,4.2
5390,2018-08-14 00:00:00,1800 W FARWELL AVE,1.0,1.0,1.0
5391,2018-08-14 00:00:00,3600 W 84TH ST,3.6,4.1,2.4
5392,2018-08-14 00:00:00,1200 E 50TH ST,1.0,1.0,1.0
5393,2018-08-14 00:00:00,2500 W FARGO AVE,7.0,32.0,19.0
5394,2018-08-14 00:00:00,2800 N LINCOLN AVE,1.0,1.0,1.0
5395,2018-08-14 00:00:00,2700 N MOZART ST,23.0,18.0,6.3
5396,2018-08-14 00:00:00,2700 N MOZART ST,23.0,18.0,6.3
5397,2018-08-14 00:00:00,2100 W AINSLIE ST,1.0,1.0,1.0
5398,2018-08-14 00:00:00,3600 S HAMILTON AVE,5.1,5.2,4.7
5399,2018-08-14 00:00:00,1100 W GEORGE ST,6.2,16.0,16.0
5400,2018-08-14 00:00:00,1300 W SUNNYSIDE AVE,4.4,1.0,1.0
5401,2018-08-14 00:00:00,3900 S DREXEL BLVD,1.0,1.0,1.0
5402,2018-08-14 00:00:00,600 W OAKDALE AVE,2.0,6.2,6.2
5403,2018-08-14 00:00:00,3400 N RIDGEWAY AVE,2.1,2.3,6.7
5404,2018-08-14 00:00:00,1500 W ESTES AVE,1.0,1.0,1.0
5405,2018-08-14 00:00:00,3400 N LAKE SHORE DR,1.0,1.0,1.0
5406,2018-08-14 00:00:00,4600 N ST LOUIS AVE,1.4,7.3,1.3
5407,2018-08-14 00:00:00,1100 W GEORGE,6.2,16.0,16.0
5408,2018-08-14 00:00:00,1400 W HUTCHINSON ST,1.8,11.0,2.7
5409,2018-08-14 00:00:00,1000 W GRANVILLE AVE,1.2,1.0,1.0
5410,2018-08-14 00:00:00,1000 N KEDZIE AVE,2.1,1.7,1.7
5411,2018-08-14 00:00:00,1600 N WINCHESTER AVE,1.0,1.0,1.0
5412,2018-08-14 00:00:00,5300 W CULLOM AVE,1.7,1.7,1.9
5413,2018-08-14 00:00:00,2900 N LINCOLN AVE,1.0,1.0,1.0
5414,2018-08-14 00:00:00,1900 N KENMORE AVE,1.0,1.0,1.0
5415,2018-08-14 00:00:00,7200 W RASCHER AVE,4.9,5.1,4.6
5416,2018-08-14 00:00:00,1600 N VINE ST,1.0,1.1,1.0
5417,2018-08-14 00:00:00,7300 N BELL AVE,2.3,6.3,6.4
5418,2018-08-14 00:00:00,6300 W HOLBROOK ST,5.1,19.0,4.1
5419,2018-08-14 00:00:00,2400 W EASTWOOD AVE,1.8,1.0,1.0
5420,2018-08-14 00:00:00,10500 S CAMPBELL AVE,1.5,1.8,5.2
5421,2018-08-14 00:00:00,1900 N ALBANY AVE,1.0,1.0,1.0
5422,2018-08-14 00:00:00,2500 W FARGO,7.0,32.0,19.0
5423,2018-08-14 00:00:00,5200 N LA CROSSE AVE,1.7,2.4,2.3
5424,2018-08-14 00:00:00,1300 W BERWYN AVE,1.0,1.0,1.0
5425,2018-08-14 00:00:00,600 W ELM ST,1.0,1.0,1.0
5426,2018-08-14 00:00:00,8400 S KENNETH AVE,1.5,2.8,1.4
5427,2018-08-14 00:00:00,600 W IRVING PARK RD,1.0,1.0,1.0
5428,2018-08-14 00:00:00,2500 N KEDZIE BLVD,1.0,1.0,1.0
5429,2018-08-14 00:00:00,2900 W LOGAN BLVD,2.4,2.7,2.6
5430,2018-08-14 00:00:00,6400 N GLENWOOD AVE,3.3,7.0,7.3
5431,2018-08-14 00:00:00,800 N WOOD ST,1.0,1.0,1.0
5432,2018-08-15 00:00:00,3400 N WOLCOTT AVE,1.0,1.0,1.0
5433,2018-08-15 00:00:00,3600 S CANAL ST,1.0,1.0,1.0
5434,2018-08-15 00:00:00,9100 S DAMEN AVE,5.7,7.1,6.2
5435,2018-08-15 00:00:00,5700 S DORCHESTER AVE,1.0,1.0,1.0
5436,2018-08-15 00:00:00,6400 N OZANAM AVE,2.3,3.0,2.5
5437,2018-08-15 00:00:00,1300 N WELLS ST,3.6,2.6,1.9
5438,2018-08-15 00:00:00,3300 N RAVENSWOOD AVE,1.5,1.4,1.6
5439,2018-08-15 00:00:00,500 N ELIZABETH ST,1.0,1.0,1.0
5440,2018-08-15 00:00:00,1300 W CARMEN AVE,1.2,2.2,1.4
5441,2018-08-15 00:00:00,4500 N WHIPPLE ST,1.0,1.0,1.0
5442,2018-08-15 00:00:00,4400 N SPRINGFIELD AVE,1.0,1.0,1.0
5443,2018-08-15 00:00:00,4600 W WARWICK AVE,2.2,4.4,2.0
5444,2018-08-15 00:00:00,7300 S SOUTH SHORE DR,1.0,1.0,1.0
5445,2018-08-15 00:00:00,2200 W NORTH AVE,1.0,1.0,1.0
5446,2018-08-15 00:00:00,800 W BUENA AVE,1.0,1.0,1.0
5447,2018-08-15 00:00:00,800 W GRACE ST,1.0,1.0,1.0
5448,2018-08-15 00:00:00,900 W IRVING PARK RD,1.0,1.0,1.0
5449,2018-08-15 00:00:00,5800 W SCHOOL ST,7.9,13.0,5.9
5450,2018-08-15 00:00:00,3100 S MAY ST,1.0,1.0,1.0
5451,2018-08-15 00:00:00,800 N MOZART ST,1.0,1.0,1.0
5452,2018-08-15 00:00:00,6500 N OXFORD AVE,1.0,1.0,1.0
5453,2018-08-15 00:00:00,5700 S KENWOOD AVE,1.0,1.0,1.0
5454,2018-08-15 00:00:00,2600 W AGATITE AVE,4.2,4.9,2.1
5455,2018-08-15 00:00:00,4400 N DOVER ST,1.0,1.0,1.0
5456,2018-08-15 00:00:00,1900 N ALBANY AVE,1.0,1.0,1.0
5457,2018-08-15 00:00:00,5600 S NOTTINGHAM AVE,3.7,3.0,2.5
5458,2018-08-15 00:00:00,2000 W BERWYN AVE,1.0,1.1,1.2
5459,2018-08-16 00:00:00,5200 N DAMEN AVE,1.2,1.8,1.4
5460,2018-08-16 00:00:00,1400 W CATALPA AVE,1.0,1.0,1.0
5461,2018-08-16 00:00:00,1900 N OAKLEY AVE,1.0,1.0,1.0
5462,2018-08-16 00:00:00,5900 N LAKEWOOD AVE,3.5,9.1,2.7
5463,2018-08-16 00:00:00,800 W LAWRENCE AVE,1.0,1.0,1.0
5464,2018-08-16 00:00:00,2000 N RACINE AVE,1.0,1.0,1.0
5465,2018-08-16 00:00:00,1400 N ASTOR ST,1.0,1.0,1.0
5466,2018-08-16 00:00:00,1600 W EDGEWATER AVE,1.0,1.0,1.0
5467,2018-08-16 00:00:00,3400 W DIVERSEY AVE,1.0,1.3,1.3
5468,2018-08-16 00:00:00,6800 W HIGHLAND AVE,7.9,34.0,6.7
5469,2018-08-16 00:00:00,1600 N BURLING ST,1.0,1.0,1.0
5470,2018-08-16 00:00:00,2500 N CAN PARK AVE,5.0,4.2,3.5
5471,2018-08-16 00:00:00,3100 N LAKE SHORE DR,1.0,1.0,1.0
5472,2018-08-16 00:00:00,3200 S THROOP ST,3.0,4.2,4.1
5473,2018-08-16 00:00:00,400 W WELLINGTON AVE,1.0,1.0,1.0
5474,2018-08-16 00:00:00,5200 N LA CROSSE AVE,1.0,1.0,1.0
5475,2018-08-16 00:00:00,1600 N WESTERN AVE,1.0,1.0,1.0
5476,2018-08-16 00:00:00,6800 W HIGHLAND AVE,7.9,34.0,6.7
5477,2018-08-16 00:00:00,1200 W LUNT AVE,13.0,4.2,4.1
5478,2018-08-16 00:00:00,3300 N BELL AVE,3.7,14.0,4.3
5479,2018-08-16 00:00:00,11100 S AVENUE H AVE,2.5,4.9,5.6
5480,2018-08-16 00:00:00,2000 W FARRAGUT ST,1.0,1.0,1.0
5481,2018-08-16 00:00:00,1900 W WAVELAND AVE,8.0,10.0,4.5
5482,2018-08-16 00:00:00,800 W UNIVERSITY LN,1.0,1.0,1.0
5483,2018-08-17 00:00:00,1400 N PAULINA ST,1.0,1.0,1.0
5484,2018-08-17 00:00:00,5800 N KENMORE AVE,1.0,1.0,1.0
5485,2018-08-17 00:00:00,3800 W 109TH ST,3.5,5.2,2.2
5486,2018-08-17 00:00:00,1300 W ROSEMONT AVE,1.0,1.0,1.0
5487,2018-08-17 00:00:00,4400 S WASHTENAW AVE,1.8,1.7,1.9
5488,2018-08-17 00:00:00,3400 N KENTON AVE,1.9,6.9,1.6
5489,2018-08-17 00:00:00,0 S LAFLIN ST,1.0,1.0,1.0
5490,2018-08-17 00:00:00,9500 S FOREST AVE,5.0,5.4,17.0
5491,2018-08-17 00:00:00,1400 E 54TH ST,17.0,20.0,5.9
5492,2018-08-17 00:00:00,1000 N MARSHFIELD AVE,1.0,1.0,1.0
5493,2018-08-17 00:00:00,2600 W WINONA ST,1.7,1.8,1.7
5494,2018-08-17 00:00:00,9500 S FOREST AVE,5.0,5.4,17.0
5495,2018-08-17 00:00:00,11300 S HAMLIN AVE,1.0,2.1,1.0
5496,2018-08-17 00:00:00,900 W VAN BUREN ST,1.0,1.0,1.0
5497,2018-08-17 00:00:00,3600 N TROY ST,1.0,1.1,1.0
5498,2018-08-17 00:00:00,2100 W WINDSOR AVE,1.0,1.0,1.0
5499,2018-08-18 00:00:00,100 E 14TH ST,1.0,1.0,1.0
5500,2018-08-18 00:00:00,5100 S BLACKSTONE AVE,1.0,1.0,1.0
5501,2018-08-18 00:00:00,2500 N KEDZIE BLVD,1.0,1.0,1.0
5502,2018-08-18 00:00:00,6100 N LEADER AVE,1.0,1.0,1.0
5503,2018-08-18 00:00:00,2400 W HUTCHINSON ST,10.0,7.1,5.9
5504,2018-08-18 00:00:00,4200 N MASON AVE,12.0,12.0,26.0
5505,2018-08-18 00:00:00,6000 W 59TH ST,2.3,2.3,1.9
5506,2018-08-18 00:00:00,2900 N WESTERN AVE,1.0,1.0,1.0
5507,2018-08-18 00:00:00,5400 N BERNARD ST,53.0,5.3,4.3
5508,2018-08-18 00:00:00,1000 N MARSHFIELD AVE,1.0,1.0,1.0
5509,2018-08-18 00:00:00,1600 W 102ND ST,5.6,13.0,8.7
5510,2018-08-18 00:00:00,6300 N KEATING ST,1.0,1.0,1.0
5511,2018-08-18 00:00:00,1900 N KEDZIE AVE,1.1,1.7,1.5
5512,2018-08-18 00:00:00,1800 N FREMONT ST,3.4,1.3,1.2
5513,2018-08-18 00:00:00,5400 N BERNARD ST,53.0,5.0,4.3
5514,2018-08-18 00:00:00,4200 N MASON AVE,12.0,12.0,26.0
5515,2018-08-18 00:00:00,3200 N KENMORE AVE,7.0,3.9,4.0
5516,2018-08-18 00:00:00,1900 S MAY ST,1.5,1.3,1.2
5517,2018-08-18 00:00:00,2000 W POTOMAC AVE,1.0,1.0,1.0
5518,2018-08-18 00:00:00,800 S CLAREMONT AVE,3.4,9.7,2.9
5519,2018-08-18 00:00:00,300 E SOUTH WATER ST,1.0,1.0,1.0
5520,2018-08-18 00:00:00,1400 E PARK PL,1.6,2.9,1.4
5521,2018-08-19 00:00:00,2000 W CORTEZ ST,26.0,7.4,6.4
5522,2018-08-19 00:00:00,6600 N GREENVIEW AVE,1.0,1.0,1.0
5523,2018-08-19 00:00:00,3300 N LAKE SHORE DR,1.0,1.0,1.0
5524,2018-08-19 00:00:00,1400 W SCHOOL ST,2.3,2.0,2.1
5525,2018-08-19 00:00:00,1300 N BELL AVE,1.0,1.0,1.0
5526,2018-08-19 00:00:00,2700 W BELMONT AVE,1.0,1.0,1.0
5527,2018-08-19 00:00:00,1400 N CALIFORNIA AVE,1.9,3.1,2.9
5528,2018-08-19 00:00:00,11000 S HARDING AVE,6.5,2.4,2.3
5529,2018-08-19 00:00:00,1400 W PENSACOLA AVE,19.0,2.8,2.6
5530,2018-08-19 00:00:00,2400 W AUGUSTA BLVD,1.0,1.0,1.0
5531,2018-08-19 00:00:00,1300 W WASHINGTON BLVD,1.0,1.0,1.0
5532,2018-08-19 00:00:00,0 E ERIE ST,1.0,1.0,1.0
5533,2018-08-19 00:00:00,4000 N MILWAUKEE AVE,1.0,1.0,1.0
5534,2018-08-19 00:00:00,2200 W GIDDINGS ST,5.9,7.9,5.0
5535,2018-08-19 00:00:00,1400 W GRANVILLE ST,1.9,2.8,2.8
5536,2018-08-19 00:00:00,4300 N WINCHESTER AVE,1.0,1.0,1.0
5537,2018-08-19 00:00:00,6300 W TOUHY AVE,2.6,1.7,1.2
5538,2018-08-19 00:00:00,800 S CLARK ST,1.0,1.0,1.0
5539,2018-08-19 00:00:00,1700 E 70TH ST,1.0,1.0,1.0
5540,2018-08-19 00:00:00,5600 N MILTIMORE AVE,1.0,1.0,1.0
5541,2018-08-19 00:00:00,6300 W HOLBROOK ST,5.1,19.0,4.1
5542,2018-08-19 00:00:00,1700 W CULLERTON ST,17.0,5.4,5.2
5543,2018-08-19 00:00:00,6600 N CAMPBELL AVE,5.9,6.0,4.5
5544,2018-08-19 00:00:00,1200 W JACKSON BLVD,1.0,1.0,1.0
5545,2018-08-19 00:00:00,5900 N SHERIDAN RD,1.0,1.0,1.0
5546,2018-08-19 00:00:00,1400 W BERWYN AVE,1.0,1.0,1.0
5547,2018-08-19 00:00:00,1600 N BURLING ST,6.0,3.3,2.5
5548,2018-08-19 00:00:00,500 W ROSCOE ST,1.0,1.0,1.0
5549,2018-08-19 00:00:00,300 W OLD TOWN CT,1.0,1.0,1.0
5550,2018-08-19 00:00:00,1700 W LELAND AVE,1.0,1.1,1.3
5551,2018-08-19 00:00:00,4100 N ALBANY AVE,5.9,5.8,3.6
5552,2018-08-19 00:00:00,7700 S KENTON AVE,6.7,11.0,5.8
5553,2018-08-19 00:00:00,1200 W ADAMS ST,1.0,1.0,1.0
5554,2018-08-19 00:00:00,2600 N DAYTON ST,6.5,24.0,22.0
5555,2018-08-19 00:00:00,2400 W BYRON ST,3.1,34.0,5.9
5556,2018-08-19 00:00:00,2400 W BYRON ST,3.1,34.0,5.9
5557,2018-08-19 00:00:00,3000 W FLETCHER ST,2.1,1.2,1.2
5558,2018-08-19 00:00:00,3100 N CENTRAL PARK AVE,2.0,2.5,2.4
5559,2018-08-19 00:00:00,1200 W WILSON AVE,1.0,1.0,1.0
5560,2018-08-19 00:00:00,2000 W GIDDINGS ST,1.0,1.0,1.0
5561,2018-08-19 00:00:00,5200 N LA CROSSE AVE,3.3,6.1,3.0
5562,2018-08-19 00:00:00,400 W ROSLYN PL,1.0,1.0,1.0
5563,2018-08-20 00:00:00,2000 W BARRY AVE,1.0,1.0,1.0
5564,2018-08-20 00:00:00,4100 N CLAREMONT ST,1.0,1.0,1.0
5565,2018-08-20 00:00:00,1800 S CANALPORT AVE,1.0,1.0,1.0
5566,2018-08-20 00:00:00,1100 W CORNELIA AVE,1.0,1.0,1.0
5567,2018-08-20 00:00:00,6300 N SAYRE AVE,2.4,1.1,1.1
5568,2018-08-20 00:00:00,3000 S THROOP ST,1.0,1.0,1.0
5569,2018-08-20 00:00:00,00 E BELLEVUE PL,1.0,1.0,1.0
5570,2018-08-20 00:00:00,6100 N GLENWOOD AVE,1.0,1.0,1.0
5571,2018-08-20 00:00:00,13200 S RIVERDALE AVE,8.4,6.2,5.0
5572,2018-08-20 00:00:00,2200 W CERMAK RD,12.0,6.2,5.8
5573,2018-08-20 00:00:00,800 W 19TH ST,78.0,6.9,6.8
5574,2018-08-20 00:00:00,1400 S PLYMOUTH CT,1.0,1.0,1.0
5575,2018-08-20 00:00:00,400 W DEMING PL,1.0,1.0,1.0
5576,2018-08-20 00:00:00,1400 N ARTESIAN AVE,1.3,1.3,1.2
5577,2018-08-20 00:00:00,3800 N CLARK ST,1.0,1.0,1.0
5578,2018-08-20 00:00:00,4400 S MAPLEWOOD AVE,3.4,4.4,3.5
5579,2018-08-20 00:00:00,800 W 19TH ST,78.0,6.9,6.8
5580,2018-08-20 00:00:00,500 W MELROSE ST,1.0,1.0,1.0
5581,2018-08-20 00:00:00,1900 N WILMOT AVE,6.0,4.3,4.3
5582,2018-08-20 00:00:00,2000 N ALBANY AVE,1.0,1.3,1.1
5583,2018-08-20 00:00:00,1100 W LUNT AVE,1.0,1.0,1.0
5584,2018-08-20 00:00:00,3200 W HADDON AVE,1.0,1.0,1.0
5585,2018-08-20 00:00:00,1000 W OAKDALE AVE,2.2,3.2,1.3
5586,2018-08-20 00:00:00,3400 N LAKE SHORE DR,1.0,1.0,1.0
5587,2018-08-20 00:00:00,1800 W AUGUSTA BLVD,2.2,1.8,1.3
5588,2018-08-20 00:00:00,4100 N OAKLEY AVE,1.0,1.0,1.0
5589,2018-08-20 00:00:00,6500 N NORDICA AVE,1.0,1.0,1.0
5590,2018-08-20 00:00:00,2600 N WASHTENAW AVE,1.0,1.0,1.0
5591,2018-08-20 00:00:00,800 N LOCKWOOD AVE,3.0,2.5,2.4
5592,2018-08-20 00:00:00,6200 N MAGNOLIA AVE,1.0,1.0,1.0
5593,2018-08-20 00:00:00,1600 N CLAREMONT AVE,1.0,1.0,1.0
5594,2018-08-20 00:00:00,200 E ILLINOIS ST,1.0,1.0,1.0
5595,2018-08-20 00:00:00,1600 W ROSCOE ST,1.0,1.2,1.1
5596,2018-08-20 00:00:00,3800 N KEDVALE AVE,1.0,1.0,1.0
5597,2018-08-20 00:00:00,5800 N FOREST GLEN AVE,3.0,1.5,1.5
5598,2018-08-20 00:00:00,600 N PINE AVE,6.3,6.6,5.9
5599,2018-08-21 00:00:00,7700 W SUMMERDALE AVE,2.0,4.8,2.8
